Nom_Commune;INSEE_Commune;INSEE_Département;Nom_Département;Alea_sismique;Zone_neige;Zone_vent
LA FERRIERE-SUR-RISLE;27240;27;EURE;Zone 1;A1;2
FEUGUEROLLES;27241;27;EURE;Zone 1;A1;2
LE FIDELAIRE;27242;27;EURE;Zone 1;A1;2
FIQUEFLEUR-EQUAINVILLE;27243;27;EURE;Zone 1;A1;2
FLANCOURT-CATELON;27244;27;EURE;Zone 1;A1;2
FLEURY-LA-FORET;27245;27;EURE;Zone 1;A1;2
FLEURY-SUR-ANDELLE;27246;27;EURE;Zone 1;A1;2
FLIPOU;27247;27;EURE;Zone 1;A1;2
FOLLEVILLE;27248;27;EURE;Zone 1;A1;2
FONTAINE-BELLENGER;27249;27;EURE;Zone 1;A1;2
FONTAINE-HEUDEBOURG;27250;27;EURE;Zone 1;A1;2
FONTAINE-L'ABBE;27251;27;EURE;Zone 1;A1;2
FONTAINE-LA-LOUVET;27252;27;EURE;Zone 1;A1;2
FONTAINE-LA-SORET;27253;27;EURE;Zone 1;A1;2
FONTAINE-SOUS-JOUY;27254;27;EURE;Zone 1;A1;2
FONTENAY;27255;27;EURE;Zone 1;A1;2
LA FORET-DU-PARC;27256;27;EURE;Zone 1;A1;2
FORET-LA-FOLIE;27257;27;EURE;Zone 1;A1;2
FORT-MOVILLE;27258;27;EURE;Zone 1;A1;2
FOUCRAINVILLE;27259;27;EURE;Zone 1;A1;2
FOULBEC;27260;27;EURE;Zone 1;A1;2
FOUQUEVILLE;27261;27;EURE;Zone 1;A1;2
FOURGES;27262;27;EURE;Zone 1;A1;2
FOURMETOT;27263;27;EURE;Zone 1;A1;2
FOURS-EN-VEXIN;27264;27;EURE;Zone 1;A1;2
FRANCHEVILLE;27265;27;EURE;Zone 1;A1;2
FRANQUEVILLE;27266;27;EURE;Zone 1;A1;2
FRENEUSE-SUR-RISLE;27267;27;EURE;Zone 1;A1;2
LE FRESNE;27268;27;EURE;Zone 1;A1;2
FRESNE-CAUVERVILLE;27269;27;EURE;Zone 1;A1;2
FRESNE-L'ARCHEVEQUE;27270;27;EURE;Zone 1;A1;2
FRESNEY;27271;27;EURE;Zone 1;A1;2
GADENCOURT;27273;27;EURE;Zone 1;A1;2
GAILLARDBOIS-CRESSENVILLE;27274;27;EURE;Zone 1;A1;2
GAILLON;27275;27;EURE;Zone 1;A1;2
GAMACHES-EN-VEXIN;27276;27;EURE;Zone 1;A1;2
GARENCIERES;27277;27;EURE;Zone 1;A1;2
GARENNES-SUR-EURE;27278;27;EURE;Zone 1;A1;2
GASNY;27279;27;EURE;Zone 1;A1;2
GAUCIEL;27280;27;EURE;Zone 1;A1;2
GAUDREVILLE-LA-RIVIERE;27281;27;EURE;Zone 1;A1;2
GAUVILLE-LA-CAMPAGNE;27282;27;EURE;Zone 1;A1;2
GISAY-LA-COUDRE;27283;27;EURE;Zone 1;A1;2
GISORS;27284;27;EURE;Zone 1;A1;2
GIVERNY;27285;27;EURE;Zone 1;A1;2
GIVERVILLE;27286;27;EURE;Zone 1;A1;2
GLISOLLES;27287;27;EURE;Zone 1;A1;2
GLOS-SUR-RISLE;27288;27;EURE;Zone 1;A1;2
LA GOULAFRIERE;27289;27;EURE;Zone 1;A1;2
GOUPILLIERES;27290;27;EURE;Zone 1;A1;2
GOURNAY-LE-GUERIN;27291;27;EURE;Zone 1;A1;2
GOUTTIERES;27292;27;EURE;Zone 1;A1;2
GOUVILLE;27293;27;EURE;Zone 1;A1;2
GRAINVILLE;27294;27;EURE;Zone 1;A1;2
GRAND-CAMP;27295;27;EURE;Zone 1;A1;2
GRANDCHAIN;27296;27;EURE;Zone 1;A1;2
GRANDVILLIERS;27297;27;EURE;Zone 1;A1;2
GRAVERON-SEMERVILLE;27298;27;EURE;Zone 1;A1;2
GRAVIGNY;27299;27;EURE;Zone 1;A1;2
GROSLEY-SUR-RISLE;27300;27;EURE;Zone 1;A1;2
GROSSOEUVRE;27301;27;EURE;Zone 1;A1;2
LE GROS-THEIL;27302;27;EURE;Zone 1;A1;2
GUERNANVILLE;27303;27;EURE;Zone 1;A1;2
GUERNY;27304;27;EURE;Zone 1;A1;2
LA GUEROULDE;27305;27;EURE;Zone 1;A1;2
GUICHAINVILLE;27306;27;EURE;Zone 1;A1;2
GUISENIERS;27307;27;EURE;Zone 1;A1;2
GUITRY;27308;27;EURE;Zone 1;A1;2
L'HABIT;27309;27;EURE;Zone 1;A1;2
HACQUEVILLE;27310;27;EURE;Zone 1;A1;2
HARCOURT;27311;27;EURE;Zone 1;A1;2
HARDENCOURT-COCHEREL;27312;27;EURE;Zone 1;A1;2
LA HARENGERE;27313;27;EURE;Zone 1;A1;2
HARQUENCY;27315;27;EURE;Zone 1;A1;2
HAUVILLE;27316;27;EURE;Zone 1;A1;2
LA HAYE-AUBREE;27317;27;EURE;Zone 1;A1;2
LA HAYE-DE-CALLEVILLE;27318;27;EURE;Zone 1;A1;2
LA HAYE-DE-ROUTOT;27319;27;EURE;Zone 1;A1;2
LA HAYE-DU-THEIL;27320;27;EURE;Zone 1;A1;2
LA HAYE-LE-COMTE;27321;27;EURE;Zone 1;A1;2
LA HAYE-MALHERBE;27322;27;EURE;Zone 1;A1;2
LA HAYE-SAINT-SYLVESTRE;27323;27;EURE;Zone 1;A1;2
HEBECOURT;27324;27;EURE;Zone 1;A1;2
HECMANVILLE;27325;27;EURE;Zone 1;A1;2
HECOURT;27326;27;EURE;Zone 1;A1;2
HECTOMARE;27327;27;EURE;Zone 1;A1;2
HENNEZIS;27329;27;EURE;Zone 1;A1;2
HERQUEVILLE;27330;27;EURE;Zone 1;A1;2
HEUBECOURT-HARICOURT;27331;27;EURE;Zone 1;A1;2
HEUDEBOUVILLE;27332;27;EURE;Zone 1;A1;2
HEUDICOURT;27333;27;EURE;Zone 1;A1;2
HEUDREVILLE-EN-LIEUVIN;27334;27;EURE;Zone 1;A1;2
HEUDREVILLE-SUR-EURE;27335;27;EURE;Zone 1;A1;2
LA HEUNIERE;27336;27;EURE;Zone 1;A1;2
HEUQUEVILLE;27337;27;EURE;Zone 1;A1;2
LES HOGUES;27338;27;EURE;Zone 1;A1;2
HONDOUVILLE;27339;27;EURE;Zone 1;A1;2
HONGUEMARE-GUENOUVILLE;27340;27;EURE;Zone 1;A1;2
L'HOSMES;27341;27;EURE;Zone 1;A1;2
HOUETTEVILLE;27342;27;EURE;Zone 1;A1;2
HOULBEC-COCHEREL;27343;27;EURE;Zone 1;A1;2
HOULBEC-PRES-LE-GROS-THEIL;27344;27;EURE;Zone 1;A1;2
LA HOUSSAYE;27345;27;EURE;Zone 1;A1;2
HOUVILLE-EN-VEXIN;27346;27;EURE;Zone 1;A1;2
HUEST;27347;27;EURE;Zone 1;A1;2
IGOVILLE;27348;27;EURE;Zone 1;A1;2
ILLEVILLE-SUR-MONTFORT;27349;27;EURE;Zone 1;A1;2
ILLIERS-L'EVEQUE;27350;27;EURE;Zone 1;A1;2
INCARVILLE;27351;27;EURE;Zone 1;A1;2
IRREVILLE;27353;27;EURE;Zone 1;A1;2
IVILLE;27354;27;EURE;Zone 1;A1;2
IVRY-LA-BATAILLE;27355;27;EURE;Zone 1;A1;2
JONQUERETS-DE-LIVET;27356;27;EURE;Zone 1;A1;2
JOUY-SUR-EURE;27358;27;EURE;Zone 1;A1;2
JUIGNETTES;27359;27;EURE;Zone 1;A1;2
JUMELLES;27360;27;EURE;Zone 1;A1;2
LA LANDE-SAINT-LEGER;27361;27;EURE;Zone 1;A1;2
LANDEPEREUSE;27362;27;EURE;Zone 1;A1;2
LE LANDIN;27363;27;EURE;Zone 1;A1;2
LAUNAY;27364;27;EURE;Zone 1;A1;2
LERY;27365;27;EURE;Zone 1;A1;2
LETTEGUIVES;27366;27;EURE;Zone 1;A1;2
LIEUREY;27367;27;EURE;Zone 1;A1;2
LIGNEROLLES;27368;27;EURE;Zone 1;A1;2
LILLY;27369;27;EURE;Zone 1;A1;2
LISORS;27370;27;EURE;Zone 1;A1;2
LIVET-SUR-AUTHOU;27371;27;EURE;Zone 1;A1;2
LONGCHAMPS;27372;27;EURE;Zone 1;A1;2
LORLEAU;27373;27;EURE;Zone 1;A1;2
LOUVERSEY;27374;27;EURE;Zone 1;A1;2
LOUVIERS;27375;27;EURE;Zone 1;A1;2
LOUYE;27376;27;EURE;Zone 1;A1;2
LYONS-LA-FORET;27377;27;EURE;Zone 1;A1;2
LA MADELEINE-DE-NONANCOURT;27378;27;EURE;Zone 1;A1;2
MAINNEVILLE;27379;27;EURE;Zone 1;A1;2
MALLEVILLE-SUR-LE-BEC;27380;27;EURE;Zone 1;A1;2
MALOUY;27381;27;EURE;Zone 1;A1;2
MANDEVILLE;27382;27;EURE;Zone 1;A1;2
MANDRES;27383;27;EURE;Zone 1;A1;2
MANNEVILLE-LA-RAOULT;27384;27;EURE;Zone 1;A1;2
MANNEVILLE-SUR-RISLE;27385;27;EURE;Zone 1;A1;2
LE MANOIR;27386;27;EURE;Zone 1;A1;2
MANTHELON;27387;27;EURE;Zone 1;A1;2
MARAIS-VERNIER;27388;27;EURE;Zone 1;A1;2
MARBEUF;27389;27;EURE;Zone 1;A1;2
MARCILLY-LA-CAMPAGNE;27390;27;EURE;Zone 1;A1;2
MARCILLY-SUR-EURE;27391;27;EURE;Zone 1;A1;2
MARTAGNY;27392;27;EURE;Zone 1;A1;2
MARTAINVILLE;27393;27;EURE;Zone 1;A1;2
MARTOT;27394;27;EURE;Zone 1;A1;2
MELICOURT;27395;27;EURE;Zone 1;A1;2
MENESQUEVILLE;27396;27;EURE;Zone 1;A1;2
MENILLES;27397;27;EURE;Zone 1;A1;2
MENNEVAL;27398;27;EURE;Zone 1;A1;2
MERCEY;27399;27;EURE;Zone 1;A1;2
MEREY;27400;27;EURE;Zone 1;A1;2
LE MESNIL-FUGUET;27401;27;EURE;Zone 1;A1;2
LE MESNIL-HARDRAY;27402;27;EURE;Zone 1;A1;2
LE MESNIL-JOURDAIN;27403;27;EURE;Zone 1;A1;2
MESNIL-ROUSSET;27404;27;EURE;Zone 1;A1;2
MESNIL-SOUS-VIENNE;27405;27;EURE;Zone 1;A1;2
MESNIL-SUR-L'ESTREE;27406;27;EURE;Zone 1;A1;2
MESNIL-VERCLIVES;27407;27;EURE;Zone 1;A1;2
MEZIERES-EN-VEXIN;27408;27;EURE;Zone 1;A1;2
MISEREY;27410;27;EURE;Zone 1;A1;2
MOISVILLE;27411;27;EURE;Zone 1;A1;2
MONTAURE;27412;27;EURE;Zone 1;A1;2
MONTFORT-SUR-RISLE;27413;27;EURE;Zone 1;A1;2
MONTREUIL-L'ARGILLE;27414;27;EURE;Zone 1;A1;2
MORAINVILLE-JOUVEAUX;27415;27;EURE;Zone 1;A1;2
BUIS-SUR-DAMVILLE;27416;27;EURE;Zone 1;A1;2
MORGNY;27417;27;EURE;Zone 1;A1;2
MORSAN;27418;27;EURE;Zone 1;A1;2
MOUETTES;27419;27;EURE;Zone 1;A1;2
MOUFLAINES;27420;27;EURE;Zone 1;A1;2
MOUSSEAUX-NEUVILLE;27421;27;EURE;Zone 1;A1;2
MUIDS;27422;27;EURE;Zone 1;A1;2
MUZY;27423;27;EURE;Zone 1;A1;2
NAGEL-SEEZ-MESNIL;27424;27;EURE;Zone 1;A1;2
NASSANDRES;27425;27;EURE;Zone 1;A1;2
NEAUFLES-SAINT-MARTIN;27426;27;EURE;Zone 1;A1;2
NEAUFLES-AUVERGNY;27427;27;EURE;Zone 1;A1;2
LE NEUBOURG;27428;27;EURE;Zone 1;A1;2
NEUILLY;27429;27;EURE;Zone 1;A1;2
LA NEUVE-GRANGE;27430;27;EURE;Zone 1;A1;2
LA NEUVE-LYRE;27431;27;EURE;Zone 1;A1;2
LA NEUVILLE-DU-BOSC;27432;27;EURE;Zone 1;A1;2
NEUVILLE-SUR-AUTHOU;27433;27;EURE;Zone 1;A1;2
NOARDS;27434;27;EURE;Zone 1;A1;2
LA NOE-POULAIN;27435;27;EURE;Zone 1;A1;2
NOGENT-LE-SEC;27436;27;EURE;Zone 1;A1;2
NOJEON-EN-VEXIN;27437;27;EURE;Zone 1;A1;2
NONANCOURT;27438;27;EURE;Zone 1;A1;2
NORMANVILLE;27439;27;EURE;Zone 1;A1;2
NOTRE-DAME-DE-L'ISLE;27440;27;EURE;Zone 1;A1;2
NOTRE-DAME-D'EPINE;27441;27;EURE;Zone 1;A1;2
NOTRE-DAME-DU-HAMEL;27442;27;EURE;Zone 1;A1;2
LE NOYER-EN-OUCHE;27444;27;EURE;Zone 1;A1;2
NOYERS;27445;27;EURE;Zone 1;A1;2
ORMES;27446;27;EURE;Zone 1;A1;2
ORVAUX;27447;27;EURE;Zone 1;A1;2
PACY-SUR-EURE;27448;27;EURE;Zone 1;A1;2
PANILLEUSE;27449;27;EURE;Zone 1;A1;2
PARVILLE;27451;27;EURE;Zone 1;A1;2
PERRIERS-LA-CAMPAGNE;27452;27;EURE;Zone 1;A1;2
PERRIERS-SUR-ANDELLE;27453;27;EURE;Zone 1;A1;2
PERRUEL;27454;27;EURE;Zone 1;A1;2
PIENCOURT;27455;27;EURE;Zone 1;A1;2
PINTERVILLE;27456;27;EURE;Zone 1;A1;2
PISEUX;27457;27;EURE;Zone 1;A1;2
PITRES;27458;27;EURE;Zone 1;A1;2
LES PLACES;27459;27;EURE;Zone 1;A1;2
PLAINVILLE;27460;27;EURE;Zone 1;A1;2
LE PLANQUAY;27462;27;EURE;Zone 1;A1;2
PLASNES;27463;27;EURE;Zone 1;A1;2
LE PLESSIS-GROHAN;27464;27;EURE;Zone 1;A1;2
LE PLESSIS-HEBERT;27465;27;EURE;Zone 1;A1;2
LE PLESSIS-SAINTE-OPPORTUNE;27466;27;EURE;Zone 1;A1;2
PONT-AUDEMER;27467;27;EURE;Zone 1;A1;2
PONT-AUTHOU;27468;27;EURE;Zone 1;A1;2
PONT-DE-L'ARCHE;27469;27;EURE;Zone 1;A1;2
PONT-SAINT-PIERRE;27470;27;EURE;Zone 1;A1;2
PORTE-JOIE;27471;27;EURE;Zone 1;A1;2
PORTES;27472;27;EURE;Zone 1;A1;2
PORT-MORT;27473;27;EURE;Zone 1;A1;2
POSES;27474;27;EURE;Zone 1;A1;2
LA POTERIE-MATHIEU;27475;27;EURE;Zone 1;A1;2
LES PREAUX;27476;27;EURE;Zone 1;A1;2
PRESSAGNY-L'ORGUEILLEUX;27477;27;EURE;Zone 1;A1;2
PREY;27478;27;EURE;Zone 1;A1;2
PUCHAY;27480;27;EURE;Zone 1;A1;2
PULLAY;27481;27;EURE;Zone 1;A1;2
LA PYLE;27482;27;EURE;Zone 1;A1;2
QUATREMARE;27483;27;EURE;Zone 1;A1;2
QUESSIGNY;27484;27;EURE;Zone 1;A1;2
QUILLEBEUF-SUR-SEINE;27485;27;EURE;Zone 1;A1;2
QUITTEBEUF;27486;27;EURE;Zone 1;A1;2
RADEPONT;27487;27;EURE;Zone 1;A1;2
RENNEVILLE;27488;27;EURE;Zone 1;A1;2
REUILLY;27489;27;EURE;Zone 1;A1;2
RICHEVILLE;27490;27;EURE;Zone 1;A1;2
ROMAN;27491;27;EURE;Zone 1;A1;2
ROMILLY-LA-PUTHENAYE;27492;27;EURE;Zone 1;A1;2
ROMILLY-SUR-ANDELLE;27493;27;EURE;Zone 1;A1;2
LA ROQUETTE;27495;27;EURE;Zone 1;A1;2
ROSAY-SUR-LIEURE;27496;27;EURE;Zone 1;A1;2
ROUGEMONTIERS;27497;27;EURE;Zone 1;A1;2
ROUGE-PERRIERS;27498;27;EURE;Zone 1;A1;2
LA ROUSSIERE;27499;27;EURE;Zone 1;A1;2
ROUTOT;27500;27;EURE;Zone 1;A1;2
ROUVRAY;27501;27;EURE;Zone 1;A1;2
RUGLES;27502;27;EURE;Zone 1;A1;2
LE SACQ;27503;27;EURE;Zone 1;A1;2
SACQUENVILLE;27504;27;EURE;Zone 1;A1;2
SAINT-AGNAN-DE-CERNIERES;27505;27;EURE;Zone 1;A1;2
SAINT-AMAND-DES-HAUTES-TERRES;27506;27;EURE;Zone 1;A1;2
SAINT-ANDRE-DE-L'EURE;27507;27;EURE;Zone 1;A1;2
SAINT-ANTONIN-DE-SOMMAIRE;27508;27;EURE;Zone 1;A1;2
SAINT-AQUILIN-DE-PACY;27510;27;EURE;Zone 1;A1;2
SAINT-AUBIN-D'ECROSVILLE;27511;27;EURE;Zone 1;A1;2
SAINT-AUBIN-DE-SCELLON;27512;27;EURE;Zone 1;A1;2
SAINT-AUBIN-DES-HAYES;27513;27;EURE;Zone 1;A1;2
SAINT-AUBIN-DU-THENNEY;27514;27;EURE;Zone 1;A1;2
SAINT-AUBIN-LE-GUICHARD;27515;27;EURE;Zone 1;A1;2
SAINT-AUBIN-LE-VERTUEUX;27516;27;EURE;Zone 1;A1;2
SAINT-AUBIN-SUR-GAILLON;27517;27;EURE;Zone 1;A1;2
SAINT-AUBIN-SUR-QUILLEBEUF;27518;27;EURE;Zone 1;A1;2
SAINTE-BARBE-SUR-GAILLON;27519;27;EURE;Zone 1;A1;2
SAINT-BENOIT-DES-OMBRES;27520;27;EURE;Zone 1;A1;2
SAINT-CHRISTOPHE-SUR-AVRE;27521;27;EURE;Zone 1;A1;2
SAINT-CHRISTOPHE-SUR-CONDE;27522;27;EURE;Zone 1;A1;2
SAINT-CLAIR-D'ARCEY;27523;27;EURE;Zone 1;A1;2
SAINTE-COLOMBE-LA-COMMANDERIE;27524;27;EURE;Zone 1;A1;2
SAINTE-COLOMBE-PRES-VERNON;27525;27;EURE;Zone 1;A1;2
SAINTE-CROIX-SUR-AIZIER;27526;27;EURE;Zone 1;A1;2
SAINT-CYR-DE-SALERNE;27527;27;EURE;Zone 1;A1;2
LE VAUDREUIL;27528;27;EURE;Zone 1;A1;2
SAINT-CYR-LA-CAMPAGNE;27529;27;EURE;Zone 1;A1;2
SAINT-DENIS-D'AUGERONS;27530;27;EURE;Zone 1;A1;2
SAINT-DENIS-DES-MONTS;27531;27;EURE;Zone 1;A1;2
SAINT-DENIS-DU-BEHELAN;27532;27;EURE;Zone 1;A1;2
SAINT-DENIS-LE-FERMENT;27533;27;EURE;Zone 1;A1;2
SAINT-DIDIER-DES-BOIS;27534;27;EURE;Zone 1;A1;2
SAINT-ELIER;27535;27;EURE;Zone 1;A1;2
SAINT-ELOI-DE-FOURQUES;27536;27;EURE;Zone 1;A1;2
SAINT-ETIENNE-DU-VAUVRAY;27537;27;EURE;Zone 1;A1;2
SAINT-ETIENNE-L'ALLIER;27538;27;EURE;Zone 1;A1;2
SAINT-ETIENNE-SOUS-BAILLEUL;27539;27;EURE;Zone 1;A1;2
SAINTE-GENEVIEVE-LES-GASNY;27540;27;EURE;Zone 1;A1;2
SAINT-GEORGES-DU-MESNIL;27541;27;EURE;Zone 1;A1;2
SAINT-GEORGES-DU-VIEVRE;27542;27;EURE;Zone 1;A1;2
SAINT-GEORGES-MOTEL;27543;27;EURE;Zone 1;A1;2
SAINT-GERMAIN-DE-FRESNEY;27544;27;EURE;Zone 1;A1;2
SAINT-GERMAIN-DE-PASQUIER;27545;27;EURE;Zone 1;A1;2
SAINT-GERMAIN-DES-ANGLES;27546;27;EURE;Zone 1;A1;2
SAINT-GERMAIN-LA-CAMPAGNE;27547;27;EURE;Zone 1;A1;2
SAINT-GERMAIN-SUR-AVRE;27548;27;EURE;Zone 1;A1;2
SAINT-GERMAIN-VILLAGE;27549;27;EURE;Zone 1;A1;2
SAINT-GREGOIRE-DU-VIEVRE;27550;27;EURE;Zone 1;A1;2
SAINT-JEAN-DE-LA-LEQUERAYE;27551;27;EURE;Zone 1;A1;2
SAINT-JEAN-DU-THENNEY;27552;27;EURE;Zone 1;A1;2
SAINT-JULIEN-DE-LA-LIEGUE;27553;27;EURE;Zone 1;A1;2
SAINT-JUST;27554;27;EURE;Zone 1;A1;2
SAINT-LAURENT-DES-BOIS;27555;27;EURE;Zone 1;A1;2
SAINT-LAURENT-DU-TENCEMENT;27556;27;EURE;Zone 1;A1;2
SAINT-LEGER-DE-ROTES;27557;27;EURE;Zone 1;A1;2
SAINT-LEGER-DU-GENNETEY;27558;27;EURE;Zone 1;A1;2
SAINT-LUC;27560;27;EURE;Zone 1;A1;2
SAINT-MACLOU;27561;27;EURE;Zone 1;A1;2
SAINT-MARCEL;27562;27;EURE;Zone 1;A1;2
SAINT-MARDS-DE-BLACARVILLE;27563;27;EURE;Zone 1;A1;2
SAINT-MARDS-DE-FRESNE;27564;27;EURE;Zone 1;A1;2
SAINTE-MARGUERITE-DE-L'AUTEL;27565;27;EURE;Zone 1;A1;2
SAINTE-MARGUERITE-EN-OUCHE;27566;27;EURE;Zone 1;A1;2
SAINTE-MARIE-DE-VATIMESNIL;27567;27;EURE;Zone 1;A1;2
SAINTE-MARTHE;27568;27;EURE;Zone 1;A1;2
SAINT-MARTIN-DU-TILLEUL;27569;27;EURE;Zone 1;A1;2
SAINT-MARTIN-LA-CAMPAGNE;27570;27;EURE;Zone 1;A1;2
SAINT-MARTIN-SAINT-FIRMIN;27571;27;EURE;Zone 1;A1;2
SAINT-MESLIN-DU-BOSC;27572;27;EURE;Zone 1;A1;2
SAINT-NICOLAS-D'ATTEZ;27573;27;EURE;Zone 1;A1;2
SAINT-NICOLAS-DU-BOSC;27574;27;EURE;Zone 1;A1;2
SAINTE-OPPORTUNE-DU-BOSC;27576;27;EURE;Zone 1;A1;2
SAINTE-OPPORTUNE-LA-MARE;27577;27;EURE;Zone 1;A1;2
SAINT-OUEN-D'ATTEZ;27578;27;EURE;Zone 1;A1;2
SAINT-OUEN-DE-PONTCHEUIL;27579;27;EURE;Zone 1;A1;2
SAINT-OUEN-DE-THOUBERVILLE;27580;27;EURE;Zone 1;A1;2
SAINT-OUEN-DES-CHAMPS;27581;27;EURE;Zone 1;A1;2
SAINT-OUEN-DU-TILLEUL;27582;27;EURE;Zone 1;A1;2
SAINT-PAUL-DE-FOURQUES;27584;27;EURE;Zone 1;A1;2
SAINT-PHILBERT-SUR-BOISSEY;27586;27;EURE;Zone 1;A1;2
SAINT-PHILBERT-SUR-RISLE;27587;27;EURE;Zone 1;A1;2
SAINT-PIERRE-D'AUTILS;27588;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DE-BAILLEUL;27589;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DE-CERNIERES;27590;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DE-CORMEILLES;27591;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DE-SALERNE;27592;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DES-FLEURS;27593;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DES-IFS;27594;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DU-BOSGUERARD;27595;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DU-MESNIL;27596;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DU-VAL;27597;27;EURE;Zone 1;A1;2
SAINT-PIERRE-DU-VAUVRAY;27598;27;EURE;Zone 1;A1;2
SAINT-PIERRE-LA-GARENNE;27599;27;EURE;Zone 1;A1;2
SAINT-QUENTIN-DES-ISLES;27600;27;EURE;Zone 1;A1;2
SAINT-SAMSON-DE-LA-ROQUE;27601;27;EURE;Zone 1;A1;2
SAINT-SEBASTIEN-DE-MORSENT;27602;27;EURE;Zone 1;A1;2
SAINT-SIMEON;27603;27;EURE;Zone 1;A1;2
SAINT-SULPICE-DE-GRIMBOUVILLE;27604;27;EURE;Zone 1;A1;2
SAINT-SYLVESTRE-DE-CORMEILLES;27605;27;EURE;Zone 1;A1;2
SAINT-SYMPHORIEN;27606;27;EURE;Zone 1;A1;2
SAINT-THURIEN;27607;27;EURE;Zone 1;A1;2
SAINT-VICTOR-DE-CHRETIENVILLE;27608;27;EURE;Zone 1;A1;2
SAINT-VICTOR-D'EPINE;27609;27;EURE;Zone 1;A1;2
SAINT-VICTOR-SUR-AVRE;27610;27;EURE;Zone 1;A1;2
SAINT-VIGOR;27611;27;EURE;Zone 1;A1;2
SAINT-VINCENT-DES-BOIS;27612;27;EURE;Zone 1;A1;2
SAINT-VINCENT-DU-BOULAY;27613;27;EURE;Zone 1;A1;2
SANCOURT;27614;27;EURE;Zone 1;A1;2
SASSEY;27615;27;EURE;Zone 1;A1;2
LA SAUSSAYE;27616;27;EURE;Zone 1;A1;2
SAUSSAY-LA-CAMPAGNE;27617;27;EURE;Zone 1;A1;2
SEBECOURT;27618;27;EURE;Zone 1;A1;2
SELLES;27620;27;EURE;Zone 1;A1;2
SEREZ;27621;27;EURE;Zone 1;A1;2
SERQUIGNY;27622;27;EURE;Zone 1;A1;2
SURTAUVILLE;27623;27;EURE;Zone 1;A1;2
SURVILLE;27624;27;EURE;Zone 1;A1;2
SUZAY;27625;27;EURE;Zone 1;A1;2
THEILLEMENT;27626;27;EURE;Zone 1;A1;2
LE THEIL-NOLENT;27627;27;EURE;Zone 1;A1;2
THEVRAY;27628;27;EURE;Zone 1;A1;2
THIBERVILLE;27629;27;EURE;Zone 1;A1;2
THIBOUVILLE;27630;27;EURE;Zone 1;A1;2
THIERVILLE;27631;27;EURE;Zone 1;A1;2
LE THIL;27632;27;EURE;Zone 1;A1;2
LES THILLIERS-EN-VEXIN;27633;27;EURE;Zone 1;A1;2
THOMER-LA-SOGNE;27634;27;EURE;Zone 1;A1;2
LE THUIT;27635;27;EURE;Zone 1;A1;2
LE THUIT-ANGER;27636;27;EURE;Zone 1;A1;2
THUIT-HEBERT;27637;27;EURE;Zone 1;A1;2
LE THUIT-SIGNOL;27638;27;EURE;Zone 1;A1;2
LE THUIT-SIMER;27639;27;EURE;Zone 1;A1;2
TILLEUL-DAME-AGNES;27640;27;EURE;Zone 1;A1;2
LE TILLEUL-LAMBERT;27641;27;EURE;Zone 1;A1;2
LE TILLEUL-OTHON;27642;27;EURE;Zone 1;A1;2
TILLIERES-SUR-AVRE;27643;27;EURE;Zone 1;A1;2
TILLY;27644;27;EURE;Zone 1;A1;2
TOCQUEVILLE;27645;27;EURE;Zone 1;A1;2
LE TORPT;27646;27;EURE;Zone 1;A1;2
TOSNY;27647;27;EURE;Zone 1;A1;2
TOSTES;27648;27;EURE;Zone 1;A1;2
TOUFFREVILLE;27649;27;EURE;Zone 1;A1;2
TOURNEDOS-BOIS-HUBERT;27650;27;EURE;Zone 1;A1;2
TOURNEDOS-SUR-SEINE;27651;27;EURE;Zone 1;A1;2
TOURNEVILLE;27652;27;EURE;Zone 1;A1;2
TOURNY;27653;27;EURE;Zone 1;A1;2
TOURVILLE-LA-CAMPAGNE;27654;27;EURE;Zone 1;A1;2
TOURVILLE-SUR-PONT-AUDEMER;27655;27;EURE;Zone 1;A1;2
TOUTAINVILLE;27656;27;EURE;Zone 1;A1;2
TOUVILLE;27657;27;EURE;Zone 1;A1;2
LE TREMBLAY-OMONVILLE;27658;27;EURE;Zone 1;A1;2
LA TRINITE;27659;27;EURE;Zone 1;A1;2
LA TRINITE-DE-REVILLE;27660;27;EURE;Zone 1;A1;2
LA TRINITE-DE-THOUBERVILLE;27661;27;EURE;Zone 1;A1;2
TRIQUEVILLE;27662;27;EURE;Zone 1;A1;2
LE TRONCQ;27663;27;EURE;Zone 1;A1;2
LE TRONQUAY;27664;27;EURE;Zone 1;A1;2
TROUVILLE-LA-HAULE;27665;27;EURE;Zone 1;A1;2
LA VACHERIE;27666;27;EURE;Zone 1;A1;2
VALAILLES;27667;27;EURE;Zone 1;A1;2
LE VAL-DAVID;27668;27;EURE;Zone 1;A1;2
VALLETOT;27669;27;EURE;Zone 1;A1;2
VANDRIMARE;27670;27;EURE;Zone 1;A1;2
VANNECROCQ;27671;27;EURE;Zone 1;A1;2
VASCOEUIL;27672;27;EURE;Zone 1;A1;2
