Nom_Commune;INSEE_Commune;INSEE_Département;Nom_Département;Alea_sismique;Zone_neige;Zone_vent
GRANIEU;38183;38;ISERE;Zone 3;C2;1
GRENAY;38184;38;ISERE;Zone 3;C2;2
GRENOBLE;38185;38;ISERE;Zone 4;C2;1
GRESSE-EN-VERCORS;38186;38;ISERE;Zone 3;C2;1
LE GUA;38187;38;ISERE;Zone 4;C2;1
HERBEYS;38188;38;ISERE;Zone 4;C2;1
HEYRIEUX;38189;38;ISERE;Zone 3;C2;2
HIERES-SUR-AMBY;38190;38;ISERE;Zone 3;C2;1
HUEZ;38191;38;ISERE;Zone 3;C2;1
HURTIERES;38192;38;ISERE;Zone 4;C2;1
L'ISLE-D'ABEAU;38193;38;ISERE;Zone 3;C2;1
IZEAUX;38194;38;ISERE;Zone 3;C2;1
IZERON;38195;38;ISERE;Zone 4;C2;1
JANNEYRIAS;38197;38;ISERE;Zone 3;C2;1
JARCIEU;38198;38;ISERE;Zone 3;C2;2
JARDIN;38199;38;ISERE;Zone 3;C2;2
JARRIE;38200;38;ISERE;Zone 4;C2;1
LAFFREY;38203;38;ISERE;Zone 3;C2;1
LALLEY;38204;38;ISERE;Zone 3;C2;1
LANS-EN-VERCORS;38205;38;ISERE;Zone 4;C2;1
LAVAL;38206;38;ISERE;Zone 4;C2;1
LAVALDENS;38207;38;ISERE;Zone 3;C2;1
LAVARS;38208;38;ISERE;Zone 3;C2;1
LENTIOL;38209;38;ISERE;Zone 3;C2;1
LEYRIEU;38210;38;ISERE;Zone 3;C2;1
LIEUDIEU;38211;38;ISERE;Zone 3;C2;2
LIVET-ET-GAVET;38212;38;ISERE;Zone 3;C2;1
LONGECHENAL;38213;38;ISERE;Zone 3;C2;1
LUMBIN;38214;38;ISERE;Zone 4;C2;1
LUZINAY;38215;38;ISERE;Zone 3;C2;2
MALLEVAL-EN-VERCORS;38216;38;ISERE;Zone 4;C2;1
MARCIEU;38217;38;ISERE;Zone 3;C2;1
MARCILLOLES;38218;38;ISERE;Zone 3;C2;1
MARCOLLIN;38219;38;ISERE;Zone 3;C2;1
MARNANS;38221;38;ISERE;Zone 3;C2;1
MASSIEU;38222;38;ISERE;Zone 3;C2;1
MAUBEC;38223;38;ISERE;Zone 3;C2;1
MAYRES-SAVEL;38224;38;ISERE;Zone 3;C2;1
MEAUDRE;38225;38;ISERE;Zone 4;C2;1
MENS;38226;38;ISERE;Zone 3;C2;1
MERLAS;38228;38;ISERE;Zone 4;C2;1
MEYLAN;38229;38;ISERE;Zone 4;C2;1
MEYRIE;38230;38;ISERE;Zone 3;C2;1
MEYRIEU-LES-ETANGS;38231;38;ISERE;Zone 3;C2;2
MEYSSIEZ;38232;38;ISERE;Zone 3;C2;2
MIRIBEL-LANCHATRE;38235;38;ISERE;Zone 4;C2;1
MIRIBEL-LES-ECHELLES;38236;38;ISERE;Zone 4;C2;1
MIZOEN;38237;38;ISERE;Zone 3;C2;1
MOIDIEU-DETOURBE;38238;38;ISERE;Zone 3;C2;2
MOIRANS;38239;38;ISERE;Zone 4;C2;1
MOISSIEU-SUR-DOLON;38240;38;ISERE;Zone 3;C2;2
MONESTIER-D'AMBEL;38241;38;ISERE;Zone 3;C2;1
MONESTIER-DE-CLERMONT;38242;38;ISERE;Zone 3;C2;1
LE MONESTIER-DU-PERCY;38243;38;ISERE;Zone 3;C2;1
MONSTEROUX-MILIEU;38244;38;ISERE;Zone 3;C2;2
MONTAGNE;38245;38;ISERE;Zone 3;C2;1
MONTAGNIEU;38246;38;ISERE;Zone 3;C2;1
MONTALIEU-VERCIEU;38247;38;ISERE;Zone 3;C2;1
MONTAUD;38248;38;ISERE;Zone 4;C2;1
MONTBONNOT-SAINT-MARTIN;38249;38;ISERE;Zone 4;C2;1
MONTCARRA;38250;38;ISERE;Zone 3;C2;1
MONTCHABOUD;38252;38;ISERE;Zone 4;C2;1
MONT-DE-LANS;38253;38;ISERE;Zone 3;C2;1
MONTEYNARD;38254;38;ISERE;Zone 4;C2;1
MONTFALCON;38255;38;ISERE;Zone 3;C2;1
MONTFERRAT;38256;38;ISERE;Zone 3;C2;1
MONTREVEL;38257;38;ISERE;Zone 3;C2;1
MONT-SAINT-MARTIN;38258;38;ISERE;Zone 4;C2;1
MONTSEVEROUX;38259;38;ISERE;Zone 3;C2;2
MORAS;38260;38;ISERE;Zone 3;C2;1
MORESTEL;38261;38;ISERE;Zone 3;C2;1
MORETEL-DE-MAILLES;38262;38;ISERE;Zone 4;C2;1
MORETTE;38263;38;ISERE;Zone 3;C2;1
LA MORTE;38264;38;ISERE;Zone 3;C2;1
LA MOTTE-D'AVEILLANS;38265;38;ISERE;Zone 3;C2;1
LA MOTTE-SAINT-MARTIN;38266;38;ISERE;Zone 3;C2;1
MOTTIER;38267;38;ISERE;Zone 3;C2;1
LE MOUTARET;38268;38;ISERE;Zone 4;C2;1
LA MURE;38269;38;ISERE;Zone 3;C2;1
LA MURETTE;38270;38;ISERE;Zone 3;C2;1
MURIANETTE;38271;38;ISERE;Zone 4;C2;1
MURINAIS;38272;38;ISERE;Zone 3;C2;1
NANTES-EN-RATIER;38273;38;ISERE;Zone 3;C2;1
NANTOIN;38274;38;ISERE;Zone 3;C2;1
SERRE-NERPOL;38275;38;ISERE;Zone 3;C2;1
NIVOLAS-VERMELLE;38276;38;ISERE;Zone 3;C2;1
NOTRE-DAME-DE-COMMIERS;38277;38;ISERE;Zone 4;C2;1
NOTRE-DAME-DE-L'OSIER;38278;38;ISERE;Zone 4;C2;1
NOTRE-DAME-DE-MESAGE;38279;38;ISERE;Zone 4;C2;1
NOTRE-DAME-DE-VAULX;38280;38;ISERE;Zone 3;C2;1
NOYAREY;38281;38;ISERE;Zone 4;C2;1
OPTEVOZ;38282;38;ISERE;Zone 3;C2;1
ORIS-EN-RATTIER;38283;38;ISERE;Zone 3;C2;1
ORNACIEUX;38284;38;ISERE;Zone 3;C2;1
ORNON;38285;38;ISERE;Zone 3;C2;1
OULLES;38286;38;ISERE;Zone 3;C2;1
OYEU;38287;38;ISERE;Zone 3;C2;1
OYTIER-SAINT-OBLAS;38288;38;ISERE;Zone 3;C2;2
OZ;38289;38;ISERE;Zone 3;C2;1
PACT;38290;38;ISERE;Zone 3;C2;2
PAJAY;38291;38;ISERE;Zone 3;C2;1
PALADRU;38292;38;ISERE;Zone 3;C2;1
PANISSAGE;38293;38;ISERE;Zone 3;C2;1
PANOSSAS;38294;38;ISERE;Zone 3;C2;1
PARMILIEU;38295;38;ISERE;Zone 3;C2;1
LE PASSAGE;38296;38;ISERE;Zone 3;C2;1
PASSINS;38297;38;ISERE;Zone 3;C2;1
LE PEAGE-DE-ROUSSILLON;38298;38;ISERE;Zone 3;C2;2
PELLAFOL;38299;38;ISERE;Zone 3;C2;1
PENOL;38300;38;ISERE;Zone 3;C2;1
PERCY;38301;38;ISERE;Zone 3;C2;1
LE PERIER;38302;38;ISERE;Zone 3;C2;1
LA PIERRE;38303;38;ISERE;Zone 4;C2;1
PIERRE-CHATEL;38304;38;ISERE;Zone 3;C2;1
LE PIN;38305;38;ISERE;Zone 3;C2;1
PINSOT;38306;38;ISERE;Zone 4;C2;1
PISIEU;38307;38;ISERE;Zone 3;C2;2
PLAN;38308;38;ISERE;Zone 3;C2;1
POISAT;38309;38;ISERE;Zone 4;C2;1
POLIENAS;38310;38;ISERE;Zone 4;C2;1
POMMIER-DE-BEAUREPAIRE;38311;38;ISERE;Zone 3;C2;2
POMMIERS-LA-PLACETTE;38312;38;ISERE;Zone 4;C2;1
PONSONNAS;38313;38;ISERE;Zone 3;C2;1
PONTCHARRA;38314;38;ISERE;Zone 4;C2;1
LE PONT-DE-BEAUVOISIN;38315;38;ISERE;Zone 4;C2;1
PONT-DE-CHERUY;38316;38;ISERE;Zone 3;C2;1
LE PONT-DE-CLAIX;38317;38;ISERE;Zone 4;C2;1
PONT-EVEQUE;38318;38;ISERE;Zone 3;C2;2
PONT-EN-ROYANS;38319;38;ISERE;Zone 4;C2;1
PORCIEU-AMBLAGNIEU;38320;38;ISERE;Zone 3;C2;1
PREBOIS;38321;38;ISERE;Zone 3;C2;1
PRESLES;38322;38;ISERE;Zone 4;C2;1
PRESSINS;38323;38;ISERE;Zone 3;C2;1
PRIMARETTE;38324;38;ISERE;Zone 3;C2;2
PROVEYSIEUX;38325;38;ISERE;Zone 4;C2;1
PRUNIERES;38326;38;ISERE;Zone 3;C2;1
QUAIX-EN-CHARTREUSE;38328;38;ISERE;Zone 4;C2;1
QUET-EN-BEAUMONT;38329;38;ISERE;Zone 3;C2;1
QUINCIEU;38330;38;ISERE;Zone 3;C2;1
REAUMONT;38331;38;ISERE;Zone 3;C2;1
RENAGE;38332;38;ISERE;Zone 3;C2;1
RENCUREL;38333;38;ISERE;Zone 4;C2;1
REVEL;38334;38;ISERE;Zone 4;C2;1
REVEL-TOURDAN;38335;38;ISERE;Zone 3;C2;2
REVENTIN-VAUGRIS;38336;38;ISERE;Zone 3;C2;2
RIVES;38337;38;ISERE;Zone 3;C2;1
LA RIVIERE;38338;38;ISERE;Zone 4;C2;1
ROCHE;38339;38;ISERE;Zone 3;C2;1
LES ROCHES-DE-CONDRIEU;38340;38;ISERE;Zone 3;C2;2
ROCHETOIRIN;38341;38;ISERE;Zone 3;C2;1
ROISSARD;38342;38;ISERE;Zone 3;C2;1
ROMAGNIEU;38343;38;ISERE;Zone 4;C2;1
ROUSSILLON;38344;38;ISERE;Zone 3;C2;2
ROVON;38345;38;ISERE;Zone 4;C2;1
ROYAS;38346;38;ISERE;Zone 3;C2;2
ROYBON;38347;38;ISERE;Zone 3;C2;1
RUY;38348;38;ISERE;Zone 3;C2;1
SABLONS;38349;38;ISERE;Zone 3;C2;2
SAINTE-AGNES;38350;38;ISERE;Zone 4;C2;1
SAINT-AGNIN-SUR-BION;38351;38;ISERE;Zone 3;C2;2
SAINT-ALBAN-DE-ROCHE;38352;38;ISERE;Zone 3;C2;1
SAINT-ALBAN-DU-RHONE;38353;38;ISERE;Zone 3;C2;2
SAINT-ALBIN-DE-VAULSERRE;38354;38;ISERE;Zone 4;C2;1
SAINT-ANDEOL;38355;38;ISERE;Zone 4;C2;1
SAINT-ANDRE-EN-ROYANS;38356;38;ISERE;Zone 4;C2;1
SAINT-ANDRE-LE-GAZ;38357;38;ISERE;Zone 3;C2;1
SAINTE-ANNE-SUR-GERVONDE;38358;38;ISERE;Zone 3;C2;2
SAINT-ANTOINE-L'ABBAYE;38359;38;ISERE;Zone 3;C2;1
SAINT-APPOLINARD;38360;38;ISERE;Zone 3;C2;1
SAINT-AREY;38361;38;ISERE;Zone 3;C2;1
SAINT-AUPRE;38362;38;ISERE;Zone 4;C2;1
SAINT-BARTHELEMY;38363;38;ISERE;Zone 3;C2;2
SAINT-BARTHELEMY-DE-SECHILIENNE;38364;38;ISERE;Zone 3;C2;1
SAINT-BAUDILLE-DE-LA-TOUR;38365;38;ISERE;Zone 3;C2;1
SAINT-BAUDILLE-ET-PIPET;38366;38;ISERE;Zone 3;C2;1
SAINT-BERNARD;38367;38;ISERE;Zone 4;C2;1
SAINT-BLAISE-DU-BUIS;38368;38;ISERE;Zone 3;C2;1
SAINTE-BLANDINE;38369;38;ISERE;Zone 3;C2;1
SAINT-BONNET-DE-CHAVAGNE;38370;38;ISERE;Zone 3;C2;1
SAINT-BUEIL;38372;38;ISERE;Zone 4;C2;1
SAINT-CASSIEN;38373;38;ISERE;Zone 3;C2;1
SAINT-CHEF;38374;38;ISERE;Zone 3;C2;1
SAINT-CHRISTOPHE-EN-OISANS;38375;38;ISERE;Zone 3;C2;1
SAINT-CHRISTOPHE-SUR-GUIERS;38376;38;ISERE;Zone 4;C2;1
SAINT-CLAIR-DE-LA-TOUR;38377;38;ISERE;Zone 3;C2;1
SAINT-CLAIR-DU-RHONE;38378;38;ISERE;Zone 3;C2;2
SAINT-CLAIR-SUR-GALAURE;38379;38;ISERE;Zone 3;C2;1
SAINT-DIDIER-DE-BIZONNES;38380;38;ISERE;Zone 3;C2;1
SAINT-DIDIER-DE-LA-TOUR;38381;38;ISERE;Zone 3;C2;1
SAINT-EGREVE;38382;38;ISERE;Zone 4;C2;1
SAINT-ETIENNE-DE-CROSSEY;38383;38;ISERE;Zone 4;C2;1
SAINT-ETIENNE-DE-SAINT-GEOIRS;38384;38;ISERE;Zone 3;C2;1
SAINT-GEOIRE-EN-VALDAINE;38386;38;ISERE;Zone 4;C2;1
SAINT-GEOIRS;38387;38;ISERE;Zone 3;C2;1
SAINT-GEORGES-DE-COMMIERS;38388;38;ISERE;Zone 4;C2;1
SAINT-GEORGES-D'ESPERANCHE;38389;38;ISERE;Zone 3;C2;2
SAINT-GERVAIS;38390;38;ISERE;Zone 4;C2;1
SAINT-GUILLAUME;38391;38;ISERE;Zone 3;C2;1
SAINT-HILAIRE-DE-BRENS;38392;38;ISERE;Zone 3;C2;1
SAINT-HILAIRE-DE-LA-COTE;38393;38;ISERE;Zone 3;C2;1
SAINT-HILAIRE-DU-ROSIER;38394;38;ISERE;Zone 4;C2;1
SAINT-HILAIRE;38395;38;ISERE;Zone 4;C2;1
SAINT-HONORE;38396;38;ISERE;Zone 3;C2;1
SAINT-ISMIER;38397;38;ISERE;Zone 4;C2;1
SAINT-JEAN-D'AVELANNE;38398;38;ISERE;Zone 4;C2;1
SAINT-JEAN-DE-BOURNAY;38399;38;ISERE;Zone 3;C2;2
SAINT-JEAN-DE-MOIRANS;38400;38;ISERE;Zone 4;C2;1
SAINT-JEAN-DE-SOUDAIN;38401;38;ISERE;Zone 3;C2;1
SAINT-JEAN-DE-VAULX;38402;38;ISERE;Zone 3;C2;1
SAINT-JEAN-D'HERANS;38403;38;ISERE;Zone 3;C2;1
SAINT-JEAN-LE-VIEUX;38404;38;ISERE;Zone 4;C2;1
SAINT-JOSEPH-DE-RIVIERE;38405;38;ISERE;Zone 4;C2;1
SAINT-JULIEN-DE-L'HERMS;38406;38;ISERE;Zone 3;C2;1
SAINT-JULIEN-DE-RAZ;38407;38;ISERE;Zone 4;C2;1
SAINT-JUST-CHALEYSSIN;38408;38;ISERE;Zone 3;C2;2
SAINT-JUST-DE-CLAIX;38409;38;ISERE;Zone 4;C2;1
SAINT-LATTIER;38410;38;ISERE;Zone 3;C2;1
SAINT-LAURENT-DU-PONT;38412;38;ISERE;Zone 4;C2;1
SAINT-LAURENT-EN-BEAUMONT;38413;38;ISERE;Zone 3;C2;1
SAINTE-LUCE;38414;38;ISERE;Zone 3;C2;1
SAINT-MARCEL-BEL-ACCUEIL;38415;38;ISERE;Zone 3;C2;1
SAINT-MARCELLIN;38416;38;ISERE;Zone 4;C2;1
SAINTE-MARIE-D'ALLOIX;38417;38;ISERE;Zone 4;C2;1
SAINTE-MARIE-DU-MONT;38418;38;ISERE;Zone 4;C2;1
SAINT-MARTIN-DE-CLELLES;38419;38;ISERE;Zone 3;C2;1
SAINT-MARTIN-DE-VAULSERRE;38420;38;ISERE;Zone 4;C2;1
SAINT-MARTIN-D'HERES;38421;38;ISERE;Zone 4;C2;1
SAINT-MARTIN-D'URIAGE;38422;38;ISERE;Zone 4;C2;1
SAINT-MARTIN-LE-VINOUX;38423;38;ISERE;Zone 4;C2;1
SAINT-MAURICE-EN-TRIEVES;38424;38;ISERE;Zone 3;C2;1
SAINT-MAURICE-L'EXIL;38425;38;ISERE;Zone 3;C2;2
SAINT-MAXIMIN;38426;38;ISERE;Zone 4;C2;1
SAINT-MICHEL-DE-SAINT-GEOIRS;38427;38;ISERE;Zone 3;C2;1
SAINT-MICHEL-EN-BEAUMONT;38428;38;ISERE;Zone 3;C2;1
SAINT-MICHEL-LES-PORTES;38429;38;ISERE;Zone 3;C2;1
SAINT-MURY-MONTEYMOND;38430;38;ISERE;Zone 4;C2;1
SAINT-NAZAIRE-LES-EYMES;38431;38;ISERE;Zone 4;C2;1
SAINT-NICOLAS-DE-MACHERIN;38432;38;ISERE;Zone 4;C2;1
SAINT-NIZIER-DU-MOUCHEROTTE;38433;38;ISERE;Zone 4;C2;1
SAINT-ONDRAS;38434;38;ISERE;Zone 3;C2;1
SAINT-PANCRASSE;38435;38;ISERE;Zone 4;C2;1
SAINT-PAUL-DE-VARCES;38436;38;ISERE;Zone 4;C2;1
SAINT-PAUL-D'IZEAUX;38437;38;ISERE;Zone 3;C2;1
SAINT-PAUL-LES-MONESTIER;38438;38;ISERE;Zone 3;C2;1
SAINT-PIERRE-D'ALLEVARD;38439;38;ISERE;Zone 4;C2;1
SAINT-PIERRE-DE-BRESSIEUX;38440;38;ISERE;Zone 3;C2;1
SAINT-PIERRE-DE-CHARTREUSE;38442;38;ISERE;Zone 4;C2;1
SAINT-PIERRE-DE-CHERENNES;38443;38;ISERE;Zone 4;C2;1
SAINT-PIERRE-DE-MEAROZ;38444;38;ISERE;Zone 3;C2;1
SAINT-PIERRE-DE-MESAGE;38445;38;ISERE;Zone 4;C2;1
SAINT-PIERRE-D'ENTREMONT;38446;38;ISERE;Zone 4;C2;1
SAINT-PRIM;38448;38;ISERE;Zone 3;C2;2
SAINT-QUENTIN-FALLAVIER;38449;38;ISERE;Zone 3;C2;1
SAINT-QUENTIN-SUR-ISERE;38450;38;ISERE;Zone 4;C2;1
SAINT-ROMAIN-DE-JALIONAS;38451;38;ISERE;Zone 3;C2;1
SAINT-ROMAIN-DE-SURIEU;38452;38;ISERE;Zone 3;C2;2
SAINT-ROMANS;38453;38;ISERE;Zone 4;C2;1
SAINT-SAUVEUR;38454;38;ISERE;Zone 4;C2;1
SAINT-SAVIN;38455;38;ISERE;Zone 3;C2;1
SAINT-SEBASTIEN;38456;38;ISERE;Zone 3;C2;1
SAINT-SIMEON-DE-BRESSIEUX;38457;38;ISERE;Zone 3;C2;1
SAINT-SORLIN-DE-MORESTEL;38458;38;ISERE;Zone 3;C2;1
SAINT-SORLIN-DE-VIENNE;38459;38;ISERE;Zone 3;C2;2
SAINT-SULPICE-DES-RIVOIRES;38460;38;ISERE;Zone 3;C2;1
SAINT-THEOFFREY;38462;38;ISERE;Zone 3;C2;1
SAINT-VERAND;38463;38;ISERE;Zone 4;C2;1
SAINT-VICTOR-DE-CESSIEU;38464;38;ISERE;Zone 3;C2;1
SAINT-VICTOR-DE-MORESTEL;38465;38;ISERE;Zone 3;C2;1
SAINT-VINCENT-DE-MERCUZE;38466;38;ISERE;Zone 4;C2;1
SALAGNON;38467;38;ISERE;Zone 3;C2;1
SALAISE-SUR-SANNE;38468;38;ISERE;Zone 3;C2;2
LA SALETTE-FALLAVAUX;38469;38;ISERE;Zone 3;C2;1
LA SALLE-EN-BEAUMONT;38470;38;ISERE;Zone 3;C2;1
LE SAPPEY-EN-CHARTREUSE;38471;38;ISERE;Zone 4;C2;1
SARCENAS;38472;38;ISERE;Zone 4;C2;1
SARDIEU;38473;38;ISERE;Zone 3;C2;1
SASSENAGE;38474;38;ISERE;Zone 4;C2;1
SATOLAS-ET-BONCE;38475;38;ISERE;Zone 3;C2;1
SAVAS-MEPIN;38476;38;ISERE;Zone 3;C2;2
SECHILIENNE;38478;38;ISERE;Zone 4;C2;1
SEMONS;38479;38;ISERE;Zone 3;C2;1
SEPTEME;38480;38;ISERE;Zone 3;C2;2
SEREZIN-DE-LA-TOUR;38481;38;ISERE;Zone 3;C2;1
SERMERIEU;38483;38;ISERE;Zone 3;C2;1
SERPAIZE;38484;38;ISERE;Zone 3;C2;2
SEYSSINET-PARISET;38485;38;ISERE;Zone 4;C2;1
SEYSSINS;38486;38;ISERE;Zone 4;C2;1
SEYSSUEL;38487;38;ISERE;Zone 3;C2;2
SICCIEU-SAINT-JULIEN-ET-CARISIEU;38488;38;ISERE;Zone 3;C2;1
SIEVOZ;38489;38;ISERE;Zone 3;C2;1
SILLANS;38490;38;ISERE;Zone 3;C2;1
SINARD;38492;38;ISERE;Zone 3;C2;1
SOLEYMIEU;38494;38;ISERE;Zone 3;C2;1
LA SONE;38495;38;ISERE;Zone 4;C2;1
SONNAY;38496;38;ISERE;Zone 3;C2;2
SOUSVILLE;38497;38;ISERE;Zone 3;C2;1
SUCCIEU;38498;38;ISERE;Zone 3;C2;1
SUSVILLE;38499;38;ISERE;Zone 3;C2;1
TECHE;38500;38;ISERE;Zone 4;C2;1
TENCIN;38501;38;ISERE;Zone 4;C2;1
LA TERRASSE;38503;38;ISERE;Zone 4;C2;1
THEYS;38504;38;ISERE;Zone 4;C2;1
THODURE;38505;38;ISERE;Zone 3;C2;1
TIGNIEU-JAMEYZIEU;38507;38;ISERE;Zone 3;C2;1
TORCHEFELON;38508;38;ISERE;Zone 3;C2;1
LA TOUR-DU-PIN;38509;38;ISERE;Zone 3;C2;1
LE TOUVET;38511;38;ISERE;Zone 4;C2;1
TRAMOLE;38512;38;ISERE;Zone 3;C2;2
TREFFORT;38513;38;ISERE;Zone 3;C2;1
TREMINIS;38514;38;ISERE;Zone 3;C2;1
TREPT;38515;38;ISERE;Zone 3;C2;1
LA TRONCHE;38516;38;ISERE;Zone 4;C2;1
TULLINS;38517;38;ISERE;Zone 4;C2;1
VALBONNAIS;38518;38;ISERE;Zone 3;C2;1
VALENCIN;38519;38;ISERE;Zone 3;C2;2
VALENCOGNE;38520;38;ISERE;Zone 3;C2;1
LA VALETTE;38521;38;ISERE;Zone 3;C2;1
VALJOUFFREY;38522;38;ISERE;Zone 3;C2;1
VARACIEUX;38523;38;ISERE;Zone 3;C2;1
VARCES-ALLIERES-ET-RISSET;38524;38;ISERE;Zone 4;C2;1
VASSELIN;38525;38;ISERE;Zone 3;C2;1
VATILIEU;38526;38;ISERE;Zone 3;C2;1
VAUJANY;38527;38;ISERE;Zone 3;C2;1
VAULNAVEYS-LE-BAS;38528;38;ISERE;Zone 4;C2;1
VAULNAVEYS-LE-HAUT;38529;38;ISERE;Zone 4;C2;1
VAULX-MILIEU;38530;38;ISERE;Zone 3;C2;1
VELANNE;38531;38;ISERE;Zone 4;C2;1
VENERIEU;38532;38;ISERE;Zone 3;C2;1
VENON;38533;38;ISERE;Zone 4;C2;1
VENOSC;38534;38;ISERE;Zone 3;C2;1
VERNAS;38535;38;ISERE;Zone 3;C2;1
VERNIOZ;38536;38;ISERE;Zone 3;C2;2
LA VERPILLIERE;38537;38;ISERE;Zone 3;C2;1
LE VERSOUD;38538;38;ISERE;Zone 4;C2;1
VERTRIEU;38539;38;ISERE;Zone 3;C2;1
VEUREY-VOROIZE;38540;38;ISERE;Zone 4;C2;1
VEYRINS-THUELLIN;38541;38;ISERE;Zone 3;C2;1
VEYSSILIEU;38542;38;ISERE;Zone 3;C2;1
VEZERONCE-CURTIN;38543;38;ISERE;Zone 3;C2;1
VIENNE;38544;38;ISERE;Zone 3;C2;2
VIF;38545;38;ISERE;Zone 4;C2;1
VIGNIEU;38546;38;ISERE;Zone 3;C2;1
VILLARD-BONNOT;38547;38;ISERE;Zone 4;C2;1
VILLARD-DE-LANS;38548;38;ISERE;Zone 4;C2;1
VILLARD-NOTRE-DAME;38549;38;ISERE;Zone 3;C2;1
VILLARD-RECULAS;38550;38;ISERE;Zone 3;C2;1
VILLARD-REYMOND;38551;38;ISERE;Zone 3;C2;1
VILLARD-SAINT-CHRISTOPHE;38552;38;ISERE;Zone 3;C2;1
VILLEFONTAINE;38553;38;ISERE;Zone 3;C2;1
VILLEMOIRIEU;38554;38;ISERE;Zone 3;C2;1
VILLENEUVE-DE-MARC;38555;38;ISERE;Zone 3;C2;2
VILLE-SOUS-ANJOU;38556;38;ISERE;Zone 3;C2;2
VILLETTE-D'ANTHON;38557;38;ISERE;Zone 3;C2;1
VILLETTE-DE-VIENNE;38558;38;ISERE;Zone 3;C2;2
VINAY;38559;38;ISERE;Zone 4;C2;1
VIRIEU;38560;38;ISERE;Zone 3;C2;1
VIRIVILLE;38561;38;ISERE;Zone 3;C2;1
VIZILLE;38562;38;ISERE;Zone 4;C2;1
VOIRON;38563;38;ISERE;Zone 4;C2;1
VOISSANT;38564;38;ISERE;Zone 4;C2;1
VOREPPE;38565;38;ISERE;Zone 4;C2;1
VOUREY;38566;38;ISERE;Zone 4;C2;1
CHAMROUSSE;38567;38;ISERE;Zone 4;C2;1
ABERGEMENT-LA-RONCE;39001;39;JURA;Zone 2;B1;1
ABERGEMENT-LE-GRAND;39002;39;JURA;Zone 3;C1;1
ABERGEMENT-LE-PETIT;39003;39;JURA;Zone 3;C1;1
ABERGEMENT-LES-THESY;39004;39;JURA;Zone 3;C1;1
AIGLEPIERRE;39006;39;JURA;Zone 3;C1;1
ALIEZE;39007;39;JURA;Zone 3;C1;1
AMANGE;39008;39;JURA;Zone 2;B1;1
ANDELOT-EN-MONTAGNE;39009;39;JURA;Zone 3;C1;1
ANDELOT-MORVAL;39010;39;JURA;Zone 3;C1;1
ANNOIRE;39011;39;JURA;Zone 2;B1;1
ARBOIS;39013;39;JURA;Zone 3;C1;1
ARCHELANGE;39014;39;JURA;Zone 2;B1;1
ARDON;39015;39;JURA;Zone 3;C1;1
ARINTHOD;39016;39;JURA;Zone 3;C1;1
ARLAY;39017;39;JURA;Zone 3;C1;1
AROMAS;39018;39;JURA;Zone 3;C1;1
LES ARSURES;39019;39;JURA;Zone 3;C1;1
ARSURE-ARSURETTE;39020;39;JURA;Zone 3;C1;1
ARTHENAS;39021;39;JURA;Zone 3;C1;1
ASNANS-BEAUVOISIN;39022;39;JURA;Zone 2;B1;1
L'AUBEPIN;39023;39;JURA;Zone 3;C1;1
AUDELANGE;39024;39;JURA;Zone 2;B1;1
AUGEA;39025;39;JURA;Zone 3;C1;1
AUGERANS;39026;39;JURA;Zone 2;B1;1
AUGISEY;39027;39;JURA;Zone 3;C1;1
AUMONT;39028;39;JURA;Zone 3;C1;1
AUMUR;39029;39;JURA;Zone 2;B1;1
AUTHUME;39030;39;JURA;Zone 2;B1;1
AUXANGE;39031;39;JURA;Zone 2;B1;1
AVIGNON-LES-SAINT-CLAUDE;39032;39;JURA;Zone 3;C1;1
BALAISEAUX;39034;39;JURA;Zone 2;B1;1
BALANOD;39035;39;JURA;Zone 3;C1;1
LA BALME-D'EPY;39036;39;JURA;Zone 3;C1;1
BANS;39037;39;JURA;Zone 2;B1;1
BARESIA-SUR-L'AIN;39038;39;JURA;Zone 3;C1;1
LA BARRE;39039;39;JURA;Zone 2;B1;1
BARRETAINE;39040;39;JURA;Zone 3;C1;1
BAUME-LES-MESSIEURS;39041;39;JURA;Zone 3;C1;1
BAVERANS;39042;39;JURA;Zone 2;B1;1
BEAUFORT;39043;39;JURA;Zone 3;C1;1
BEFFIA;39045;39;JURA;Zone 3;C1;1
BELLECOMBE;39046;39;JURA;Zone 3;C1;1
BELLEFONTAINE;39047;39;JURA;Zone 3;C1;1
BELMONT;39048;39;JURA;Zone 2;B1;1
BERSAILLIN;39049;39;JURA;Zone 3;C1;1
BESAIN;39050;39;JURA;Zone 3;C1;1
BIARNE;39051;39;JURA;Zone 2;B1;1
BIEF-DES-MAISONS;39052;39;JURA;Zone 3;C1;1
BIEF-DU-FOURG;39053;39;JURA;Zone 3;C1;1
BIEFMORIN;39054;39;JURA;Zone 3;C1;1
BILLECUL;39055;39;JURA;Zone 3;C1;1
BLETTERANS;39056;39;JURA;Zone 3;C1;1
BLOIS-SUR-SEILLE;39057;39;JURA;Zone 3;C1;1
BLYE;39058;39;JURA;Zone 3;C1;1
BOIS-D'AMONT;39059;39;JURA;Zone 3;C1;1
BOIS-DE-GAND;39060;39;JURA;Zone 3;C1;1
BOISSIA;39061;39;JURA;Zone 3;C1;1
LA BOISSIERE;39062;39;JURA;Zone 3;C1;1
BONLIEU;39063;39;JURA;Zone 3;C1;1
BONNAUD;39064;39;JURA;Zone 3;C1;1
BONNEFONTAINE;39065;39;JURA;Zone 3;C1;1
